textile_type,qty_exported,countries_exported,type_of_product,per_unit_cost,total_price,year_of_export,month_of_export,customer_name,seller_name
jute,141,Vietnam,Shawl,7.92,1116.72,2020,Dec,John Meyer,Jared Vargas
batik,170,Japan,Headwear,96.1,16337.0,2021,Jan,Daniel James,James Miller
jute,274,France,Blouse,79.0,21646.0,2022,Jul,Jennifer Russell,Tamara Walter
batik,362,Bangladesh,Shirt,95.05,34408.1,2021,Mar,James Smith,Steven Garcia
nylon,47,Pakistan,Dress,6.24,293.28,2022,Jul,Linda Barton,David Hull
spandex,269,Malaysia,Dress,44.4,11943.6,2020,Dec,Sheri Mcfarland,Raymond Vincent
polyester,110,Japan,Shawl,4.28,470.8,2022,Dec,Gary Hubbard,Megan Mccarthy
batik,260,Malaysia,Blouse,52.46,13639.6,2020,Aug,Jonathan Johnson,Anthony Davis
flax,310,Malaysia,Shirt,71.91,22292.1,2022,Dec,Brandon Jones,Nicholas Moon
cotton,331,Japan,Shirt,25.7,8506.7,2021,Apr,Stacey Copeland,Andre Smith
batik,361,Hong Kong,Blouse,29.25,10559.25,2021,Mar,Nicholas Sanchez,Susan Williams
batik,29,Turkey,Dress,53.71,1557.59,2021,Jul,Mary Gutierrez,Cheryl Dunn
polyester,156,Bangladesh,Bags,6.26,976.56,2020,Oct,Ryan Gross,John Hernandez
batik,143,China,Shawl,84.72,12114.96,2021,Nov,Devin Lang,Hannah Vaughan
polyester,126,Germany,Bags,36.39,4585.14,2022,Jan,Erica Brown,Michael Moore
jute,441,United States,Scarf,24.79,10932.39,2022,Jul,Terry Woods,Joseph Joseph
linen,389,China,Blouse,8.51,3310.39,2020,Apr,Ronnie Jones,John Brooks
batik,321,Malaysia,Dress,67.57,21689.97,2021,Aug,Donna Joyce,Marcus Thompson
batik,237,Vietnam,Dress,18.26,4327.62,2020,Jul,Paul Livingston,Deanna Wolfe
nylon,85,United Kingdom,Blouse,29.89,2540.65,2020,Feb,Amanda Kidd,Christopher Farley
silk,460,Indonesia,Bags,92.44,42522.4,2022,Feb,Daniel Potts,Katherine Stephens
cotton,367,Japan,Skirt,1.63,598.21,2021,Feb,Allison Diaz,Aaron Simmons
silk,378,United States,Skirt,53.28,20139.84,2021,Dec,Justin Moore,Shane Jackson
spandex,321,China,Shirt,44.57,14306.97,2022,Jan,Angela Nelson,Steven Dixon
batik,222,United States,Blouse,36.18,8031.96,2022,Apr,Virginia Stout,Alison Arnold
batik,124,Austria,Jacket,25.48,3159.52,2020,May,Jacob Vasquez,Aaron Brown
batik,369,Vietnam,Skirt,60.4,22287.6,2021,Jul,Victoria Boyd,William Cruz
batik,166,Austria,Pants,5.6,929.6,2022,Feb,Brandi Munoz,Jessica Roberts
nylon,262,Hong Kong,Headwear,97.67,25589.54,2020,Sep,Jeremiah Edwards,Amanda Martin
linen,291,Malaysia,Dress,72.91,21216.81,2020,Jul,Edward Patterson,Kimberly Gutierrez
nylon,141,Malaysia,Jacket,32.77,4620.57,2022,May,Jared Fitzgerald,Joseph Walker
nylon,496,Malaysia,Dress,64.02,31753.92,2020,Jan,Jessica Ortiz,Melissa Garrett
flax,298,China,Shirt,98.91,29475.18,2020,Feb,Stephanie Myers,Christine Mueller
silk,27,Indonesia,Jacket,70.63,1907.01,2021,Jul,Joann Williams,Paula Brown
jute,168,Vietnam,Blouse,63.07,10595.76,2020,Mar,Willie Douglas,Ashley Vance
flax,150,Indonesia,Pants,79.41,11911.5,2020,Aug,Laura Jenkins,Jennifer Mendoza
silk,43,Turkey,Headwear,13.62,585.66,2022,Feb,Meredith Ramirez,Rebekah Jones
batik,384,Indonesia,Blouse,87.86,33738.24,2020,Jun,Diana Lopez,Adam Jones
rayon,427,Malaysia,Blouse,57.32,24475.64,2022,Jun,Mark Turner,Henry Stevens
flax,420,Malaysia,Headwear,68.04,28576.8,2020,Sep,Richard Ross,Brandon Rangel
rayon,209,Malaysia,Skirt,29.39,6142.51,2020,Nov,Andrew Hill,Mary Tate
wool,151,Japan,Shawl,17.2,2597.2,2021,Jan,Tonya Simmons,James Williams
polyester,215,United States,Pants,73.47,15796.05,2020,Dec,Zachary Ruiz,Johnny Webb
nylon,6,China,Skirt,19.18,115.08,2021,May,Richard Bowman PhD,Yolanda Walters
jute,140,Turkey,Dress,26.68,3735.2,2020,May,Rebecca Flores,Janet Wilcox
wool,332,Indonesia,Skirt,12.51,4153.32,2020,Jan,Mr. Clifford Tate,Cory Le
batik,55,Vietnam,Scarf,94.72,5209.6,2020,Oct,William Simon,Molly Caldwell
batik,66,Malaysia,Headwear,2.47,163.02,2020,May,Frank Velasquez,Samantha Trujillo
batik,235,United States,Shirt,72.17,16959.95,2020,Oct,Nathan Rogers,Amanda Anderson
linen,429,China,Shirt,43.43,18631.47,2022,Mar,Gregg Nelson DDS,Timothy Jones
cotton,53,Pakistan,Shirt,38.12,2020.36,2021,Jan,Dr. Stacy Thompson,Richard Horn
batik,126,Indonesia,Bags,4.81,606.06,2022,Feb,Troy Silva,Angela Wu
polyester,449,Malaysia,Dress,2.31,1037.19,2022,Nov,Tina Dunn,Rachael Ballard
batik,462,Malaysia,Shirt,80.62,37246.44,2022,Aug,Samuel Smith,Sharon Wyatt
batik,218,China,Scarf,66.36,14466.48,2020,Feb,Dr. James Walker,Jaclyn Chandler
flax,221,Vietnam,Skirt,96.25,21271.25,2022,Mar,Mr. Larry Foster MD,Jeremy Holmes
linen,352,United States,Blouse,25.56,8997.12,2021,Jun,Dwayne Sellers,Edward Rubio
flax,97,Turkey,Dress,71.69,6953.93,2022,Feb,Victoria Martin,Tiffany Carlson
linen,237,Malaysia,Dress,96.63,22901.31,2021,Apr,Louis Ramirez,Veronica Richardson
linen,16,Vietnam,Shirt,2.43,38.88,2020,May,Samantha Ramsey,Thomas Robles
silk,172,China,Dress,85.06,14630.32,2020,Feb,Jody Torres,Emily Jones
rayon,196,Vietnam,Jacket,89.46,17534.16,2020,Dec,Kathleen Silva,Mr. Kevin Carney
flax,474,Japan,Scarf,71.37,33829.38,2020,Jul,Jeffrey Rodriguez,Ricky Porter
batik,60,Bangladesh,Dress,72.15,4329.0,2020,Jul,Brenda Ramos,John Williams
nylon,38,Bangladesh,Dress,17.09,649.42,2020,Mar,Tina Adams,Danielle Brandt
batik,144,Indonesia,Blouse,10.08,1451.52,2022,Feb,Elizabeth Boyd,Duane Rodriguez
batik,448,Vietnam,Scarf,73.19,32789.12,2022,Sep,Robert Johnson,Richard Todd
batik,31,China,Bags,91.94,2850.14,2021,Jan,David Martin,Tim Valenzuela
nylon,460,Korea,Shirt,15.64,7194.4,2021,Jul,Luis Smith,Robert Harris
batik,71,Netherlands,Skirt,39.31,2791.01,2020,Nov,Joshua Graham,Nicole Graham
batik,242,China,Dress,55.78,13498.76,2022,Aug,Rita Brown,Timothy Stewart
batik,257,China,Skirt,5.15,1323.55,2020,Jan,Steven Beasley PhD,Susan Gutierrez
cotton,411,China,Dress,90.9,37359.9,2022,Jul,Melinda Arnold,Bradley Curry
jute,356,Indonesia,Bags,79.21,28198.76,2020,Jun,Brian Yoder,Kristine Nixon
batik,406,Vietnam,Scarf,44.57,18095.42,2021,Feb,Tracie Barr,Patricia Jones
cotton,300,Malaysia,Dress,51.36,15408.0,2020,Nov,Jaclyn Rose,Melissa Smith
polyester,9,Pakistan,Shirt,96.9,872.1,2021,Sep,Veronica Brown,Lori Lucero
linen,235,Japan,Shirt,28.44,6683.4,2022,Apr,Edward Davis,Steve Day
batik,77,China,Headwear,7.64,588.28,2022,Nov,Sylvia Russell,Eric Clark
spandex,367,China,Headwear,80.32,29477.44,2020,Sep,Fernando Brooks,Anthony Strong
batik,65,Indonesia,Dress,68.44,4448.6,2022,Mar,Amy Rush,Carol Moon
linen,404,Japan,Shawl,69.22,27964.88,2021,Mar,Denise Wright,Joseph Landry
batik,382,United Kingdom,Shirt,79.66,30430.12,2022,Sep,Gabriela Lynch,Dana Cobb
nylon,483,Vietnam,Dress,94.49,45638.67,2021,Jul,Andrew Johnson,Rachel Hill
rayon,431,Austria,Scarf,74.82,32247.42,2021,Aug,Zoe Lewis,Robert Obrien
polyester,238,Indonesia,Bags,26.33,6266.54,2021,Jan,Scott Morgan,Kelly James
wool,309,Malaysia,Pants,60.21,18604.89,2022,May,Aaron Clark,Zoe Allen
cotton,457,Indonesia,Blouse,56.97,26035.29,2022,Jan,Christina Peters,Lauren Brooks
cotton,327,Japan,Bags,8.03,2625.81,2021,Dec,Jennifer King,Walter Jacobs
jute,4,Italy,Blouse,67.62,270.48,2021,Feb,Annette White,Christopher Robles
batik,278,Vietnam,Shirt,6.17,1715.26,2020,Dec,Michelle Jones,Miguel Wilson
polyester,435,Pakistan,Scarf,5.06,2201.1,2020,Aug,Brian Mercer,Joseph Kelly
batik,180,Ukraine,Blouse,77.94,14029.2,2020,Oct,Cheryl Jones,Barbara Johnston
polyester,126,Germany,Dress,59.98,7557.48,2020,Dec,Brenda Patterson,Nathan Harris
batik,376,Malaysia,Shirt,52.66,19800.16,2022,Apr,Rachel Obrien,Bruce Walker
batik,445,Vietnam,Pants,23.08,10270.6,2020,Dec,Cindy Carpenter,James Smith
linen,420,Hong Kong,Shirt,41.07,17249.4,2021,Jul,Jennifer Edwards,Deborah Floyd
silk,152,Indonesia,Shirt,49.51,7525.52,2020,Feb,Mrs. Allison Sullivan,Brian Ramos
jute,228,India,Skirt,81.24,18522.72,2022,Jul,Carl Jackson,David Lee
rayon,70,Malaysia,Blouse,82.58,5780.6,2020,Jan,Dennis Pope,Stephen Meyer
silk,98,United States,Shirt,30.24,2963.52,2021,Sep,Ethan Moore,Joshua Stewart
batik,368,Malaysia,Dress,10.49,3860.32,2022,Sep,Jacob James,James Wong MD
silk,7,United Kingdom,Scarf,69.7,487.9,2021,Jun,Aaron Bridges,Lori Adams
silk,300,United States,Skirt,5.42,1626.0,2022,Jul,Pamela Skinner,Patricia Roberts
batik,2,United Kingdom,Scarf,7.35,14.7,2021,Sep,Emily Chen,Scott Perkins
nylon,306,Japan,Skirt,96.91,29654.46,2020,Sep,Meagan Thomas,Mark Jordan
polyester,215,Vietnam,Blouse,21.09,4534.35,2021,Sep,Stephen Hinton DDS,Michelle Winters
rayon,265,Vietnam,Skirt,63.01,16697.65,2022,Dec,Samantha Jones,Lisa Boyer
flax,463,Vietnam,Bags,81.91,37924.33,2022,Apr,Jason Gibson,Matthew White
rayon,141,Pakistan,Skirt,69.15,9750.15,2021,Aug,David Carpenter,Rachael Jackson
spandex,474,Malaysia,Scarf,78.6,37256.4,2020,Feb,Holly Guzman,Brett Wallace
flax,259,Pakistan,Scarf,39.63,10264.17,2022,Mar,David Stewart,Frank Lewis
batik,30,United Kingdom,Shawl,31.36,940.8,2020,Aug,Melissa Ramirez,Amy Curry
rayon,124,Turkey,Shirt,3.42,424.08,2020,Jul,Danielle Collins,Tyler Woodward
batik,262,Hong Kong,Skirt,86.77,22733.74,2020,Nov,Christopher Schroeder DVM,Kathleen Davis
silk,187,Hong Kong,Dress,16.56,3096.72,2021,Jul,Rebecca Reed,Benjamin Taylor
polyester,430,Bangladesh,Scarf,27.66,11893.8,2021,Jul,Alicia Matthews,Justin Lewis
batik,52,Pakistan,Skirt,51.87,2697.24,2022,Jul,Emily Ward,Timothy Hunt
batik,230,Austria,Shirt,86.04,19789.2,2022,Nov,Mary Roberts,Shannon Lang
silk,246,Hong Kong,Scarf,69.43,17079.78,2021,Aug,Jill Ochoa,Adam Kelley
jute,120,Vietnam,Blouse,73.69,8842.8,2022,Feb,Chad Stein,Carrie Gordon
wool,349,Indonesia,Headwear,73.37,25606.13,2022,Mar,Ashley Lopez,Christine Jenkins
nylon,452,India,Dress,8.53,3855.56,2022,Jan,Joshua Knight,Heather Hart
batik,236,Netherlands,Bags,19.19,4528.84,2020,Jan,Christian Foster,Lance Schmidt
batik,169,United Kingdom,Skirt,13.66,2308.54,2022,Feb,Monica Walker,Barbara Trevino
linen,7,Malaysia,Scarf,36.65,256.55,2022,Aug,Jamie West,Crystal Ford
cotton,448,Pakistan,Shirt,32.58,14595.84,2022,Jul,Zachary Anderson,Nicholas Hammond
batik,89,Vietnam,Blouse,40.5,3604.5,2022,Sep,Jennifer Gaines,Gregory Le
polyester,443,Netherlands,Jacket,26.77,11859.11,2020,Feb,Catherine Shepard,Briana Morrow
spandex,45,Bangladesh,Pants,77.7,3496.5,2020,Jun,Linda Caldwell,Christopher Howell
cotton,70,United Kingdom,Shirt,74.34,5203.8,2020,Jul,Grant Price,Meghan Carr
batik,25,Vietnam,Dress,44.39,1109.75,2021,May,Jorge Cline,Tammy Green
linen,177,Turkey,Dress,37.79,6688.83,2020,Feb,Russell Holmes,Charlotte Ramos
polyester,86,United States,Bags,94.97,8167.42,2021,Sep,Nancy Bradford,Michael Paul
jute,143,Bangladesh,Dress,22.31,3190.33,2021,Jul,James Bryant,Nicholas Beasley
batik,261,Japan,Dress,59.52,15534.72,2020,Oct,Elizabeth Young,Joel Lee
rayon,107,Hong Kong,Shawl,46.29,4953.03,2021,May,Steve Wright,David Fritz
rayon,174,Korea,Dress,28.05,4880.7,2020,Jul,Rachel Jensen,Sarah Collier
batik,354,Vietnam,Blouse,76.63,27127.02,2022,Feb,Tracy Harrison,Dean Gutierrez
silk,217,Japan,Shawl,55.78,12104.26,2021,Dec,Jennifer Sullivan,Mathew Kim
jute,247,Malaysia,Bags,89.62,22136.14,2021,Mar,Raymond Gonzalez PhD,Ryan Smith
rayon,169,India,Shirt,59.56,10065.64,2021,Sep,Stephanie Hill,Richard Bush
nylon,183,Pakistan,Scarf,33.77,6179.91,2020,Dec,Helen Williams,Linda Villegas
batik,307,Malaysia,Skirt,74.1,22748.7,2022,Jul,Autumn Johnson,Tony Parker
nylon,101,United States,Skirt,88.06,8894.06,2021,Sep,Amanda Campbell,Terry Taylor
batik,353,United States,Dress,88.67,31300.51,2020,Jun,Bryan Bruce,Robert Skinner
cotton,346,China,Skirt,40.87,14141.02,2022,Feb,Amanda Price,Danielle Smith
cotton,449,Malaysia,Dress,75.46,33881.54,2020,Apr,Cody Barrett,Whitney Taylor
batik,139,Japan,Bags,2.3,319.7,2021,Nov,Jonathan Ritter,Megan Clarke
silk,385,Cambodia,Skirt,82.05,31589.25,2020,Dec,Jackson Gross,Tonya Dunn
linen,24,Indonesia,Shawl,39.15,939.6,2020,Oct,Anthony Dixon,Larry Williams
rayon,76,Bangladesh,Shirt,82.89,6299.64,2022,Apr,Stephanie Carter,Richard Ortiz
nylon,15,Hong Kong,Shirt,99.2,1488.0,2021,Jan,Brett Riley,Dorothy Cobb
linen,467,India,Skirt,44.98,21005.66,2020,Aug,William Harris,John Edwards
linen,171,Malaysia,Shirt,86.24,14747.04,2020,May,Katelyn Roth,Tamara Snyder
cotton,96,Korea,Scarf,22.54,2163.84,2021,Apr,Jennifer Peterson MD,Tammy Brown
jute,224,France,Dress,29.4,6585.6,2021,Mar,Gregory Morgan,Mathew Martinez
polyester,136,Indonesia,Dress,6.78,922.08,2022,Mar,Christina Gonzalez,Jesse Kelley
batik,471,Vietnam,Jacket,99.0,46629.0,2022,Oct,Jennifer Lucas,Michael Brock
batik,320,Malaysia,Dress,94.86,30355.2,2020,Oct,Anne Odom,Bruce Hendricks
jute,2,Germany,Scarf,14.69,29.38,2020,Aug,April Chapman,Derrick Barnes
batik,3,China,Skirt,2.21,6.63,2021,Jun,Tina Hendrix,Angelica Davila
batik,297,Vietnam,Dress,83.48,24793.56,2020,Oct,Jessica Walker,David Thompson
batik,69,Japan,Skirt,83.36,5751.84,2022,Jul,Karina Jones,Isabel Brewer
wool,269,United States,Bags,12.02,3233.38,2022,Oct,Mark Cervantes,Jacqueline Wilson
batik,432,Japan,Skirt,62.87,27159.84,2020,Jul,Henry Francis,Wayne Underwood
batik,351,Korea,Blouse,6.39,2242.89,2022,Mar,David Harris,Mark Wells
linen,150,Japan,Scarf,14.8,2220.0,2020,Sep,Mark Leach,Derrick Cross
flax,29,Vietnam,Skirt,4.77,138.33,2022,Aug,Tanya Fletcher,Cindy Powell
flax,339,Malaysia,Dress,72.25,24492.75,2021,Mar,Shannon Ramsey,Michael Reyes
batik,433,Indonesia,Blouse,23.68,10253.44,2022,Mar,Sarah Donaldson,Steven Simon
linen,389,Malaysia,Shawl,59.7,23223.3,2020,Nov,Cheryl Walker,Harry Smith
rayon,405,Japan,Headwear,85.5,34627.5,2020,Feb,Whitney Bates,Mr. Jason Cook
jute,58,Vietnam,Jacket,24.73,1434.34,2021,Aug,Robert Morgan,Gregory Marks
flax,153,United States,Blouse,66.12,10116.36,2020,Aug,Thomas Kelly,Lori Baker MD
batik,461,Turkey,Shirt,95.84,44182.24,2021,Aug,Cynthia Jones,Deborah Jordan
wool,125,United Kingdom,Shirt,25.2,3150.0,2020,Dec,Douglas Jackson DDS,John Ward
batik,89,Vietnam,Blouse,18.04,1605.56,2021,Feb,Jeffrey Bell,Aaron Le
spandex,113,Bangladesh,Headwear,76.31,8623.03,2021,Dec,Michael Pearson,Hunter Cox
jute,152,United Kingdom,Dress,96.3,14637.6,2022,Dec,Walter Lynch,Tina Wilson
jute,440,China,Bags,60.36,26558.4,2022,May,Marie Griffin,Nathan Johnson
rayon,175,Japan,Dress,15.9,2782.5,2022,Jul,Stanley Smith,Bruce Sherman
spandex,44,Ukraine,Skirt,58.43,2570.92,2020,May,Kimberly King,Christopher Sanchez
silk,381,Japan,Dress,34.55,13163.55,2022,Jul,Samantha Rivera,Mark Rojas
spandex,329,United Kingdom,Shirt,58.93,19387.97,2022,Aug,Michael Thomas,Gregory Kelly
cotton,489,China,Dress,93.76,45848.64,2022,Feb,Mary Hudson,Joseph Parsons
rayon,232,Hong Kong,Shirt,69.89,16214.48,2020,Feb,Mark Greene,Anthony Wilson
linen,223,United States,Shirt,52.81,11776.63,2020,Oct,Donna Byrd,Melinda Mckinney
batik,415,United States,Shirt,18.22,7561.3,2020,Feb,Lauren Frost,Christine Martin
batik,277,Indonesia,Blouse,85.5,23683.5,2022,Mar,John Jefferson,Aaron Thompson
batik,174,Pakistan,Jacket,23.53,4094.22,2021,Jun,Katherine Ross,Matthew Jones
batik,370,Japan,Jacket,5.92,2190.4,2021,Dec,Steven Wilson,Jo Bailey
linen,346,Japan,Dress,43.06,14898.76,2021,Aug,Jennifer Hopkins DVM,Samuel Walker
polyester,266,Ukraine,Dress,88.43,23522.38,2020,Feb,Crystal Lester,John Pena
batik,255,Vietnam,Dress,18.35,4679.25,2022,Nov,Diane Herrera,Emily Smith
polyester,401,China,Shirt,98.46,39482.46,2021,Nov,Matthew Floyd,John Lopez
batik,311,Malaysia,Dress,1.76,547.36,2021,Jun,Susan Beck,Alyssa Merritt
nylon,105,United Kingdom,Blouse,41.6,4368.0,2021,Mar,Robert Morris,Alexandra Li
batik,493,China,Dress,19.67,9697.31,2020,Jun,Colleen Freeman,Amber Malone
wool,54,Turkey,Scarf,79.14,4273.56,2022,Jun,Denise Cooke,Bethany Jackson
flax,389,Vietnam,Skirt,25.53,9931.17,2020,Dec,Nicole Garcia,Joshua Espinoza
silk,278,Hong Kong,Scarf,69.88,19426.64,2022,Dec,Erica Phelps,Shawn Walker
silk,20,Indonesia,Shirt,22.85,457.0,2022,Jul,Emily Francis,Jeffrey Dixon
rayon,391,Vietnam,Shirt,3.38,1321.58,2021,Jul,Ashley Thompson,Linda Ball
batik,290,Malaysia,Blouse,77.41,22448.9,2021,Feb,Richard Stephenson,Kathleen Myers
batik,149,Indonesia,Bags,7.47,1113.03,2020,Jan,Robert Espinoza,Christopher Padilla
batik,116,United Kingdom,Skirt,31.47,3650.52,2021,May,Aaron Osborne,Joshua Rivera
jute,27,Pakistan,Dress,11.02,297.54,2020,May,Kathy Carter,Chad Lopez
batik,271,Japan,Scarf,44.67,12105.57,2021,Feb,David Thomas,Kevin Francis
rayon,126,China,Scarf,91.88,11576.88,2022,Mar,Jennifer Perez,Peggy Reyes
cotton,288,Hong Kong,Scarf,87.48,25194.24,2021,Jul,Melanie Walters,Lisa Delgado
spandex,190,Japan,Bags,38.72,7356.8,2020,Aug,Nancy Farley,Richard White
linen,383,Malaysia,Bags,42.87,16419.21,2021,Jul,Patrick Moss,Christopher Mooney
batik,352,United States,Dress,85.93,30247.36,2021,Aug,Amanda Smith,Erin Gonzalez
batik,300,Vietnam,Shirt,93.06,27918.0,2022,Oct,Ms. Kathryn Stevenson,Stephanie Bryan
cotton,391,Hong Kong,Shawl,26.76,10463.16,2021,May,Jennifer Austin,Cindy Johnson
silk,137,Vietnam,Dress,59.78,8189.86,2020,Dec,Gary Trevino,Jason Boyer
nylon,456,Vietnam,Dress,15.35,6999.6,2022,Oct,William Pacheco,Katherine Cooper
batik,428,Vietnam,Scarf,29.42,12591.76,2022,Oct,Jessica Davis,Roberta Whitaker
flax,291,Pakistan,Dress,72.98,21237.18,2022,May,Antonio Thompson,Adam Page
polyester,206,United Kingdom,Scarf,64.7,13328.2,2022,Feb,Stephanie Wiggins,Rebecca Briggs
batik,107,United States,Skirt,72.49,7756.43,2021,Mar,Brandy Harrison,Emily Hodges
polyester,104,Hong Kong,Dress,2.65,275.6,2022,Aug,Matthew Swanson,Alicia Bass
linen,125,China,Shirt,18.44,2305.0,2022,Apr,Heather Roberts,Stephanie Davis
batik,242,Indonesia,Skirt,95.75,23171.5,2020,Jan,Lucas Stevens,Angela Young
jute,332,China,Skirt,29.85,9910.2,2022,Dec,Lindsey Glover,Chloe Cooper
batik,40,Hong Kong,Scarf,9.51,380.4,2021,Mar,Cynthia Cunningham,Joe Johnson
spandex,162,Malaysia,Dress,48.72,7892.64,2021,Aug,Rose Bryant,Adrienne Thomas
batik,363,China,Shirt,47.85,17369.55,2022,Apr,Jennifer Page,Ian Hall
batik,229,Japan,Dress,73.27,16778.83,2020,Oct,Andrew Oconnor,Matthew Pham
jute,357,Indonesia,Bags,47.36,16907.52,2021,Mar,Dana Smith,Kevin Simmons
jute,460,Vietnam,Dress,86.1,39606.0,2022,Aug,Dr. Jonathan Brown,Cindy Jackson
wool,458,United States,Shawl,28.78,13181.24,2020,Jul,Mrs. Christy Brown,Bradley Jackson
wool,290,India,Scarf,16.55,4799.5,2020,Dec,Joshua Thomas MD,Judith Hill
batik,182,Hong Kong,Jacket,15.36,2795.52,2021,Jun,Jacob Lee,Daniel Weaver
batik,463,Vietnam,Jacket,85.76,39706.88,2022,Jul,Cassandra Gibson,James Mcguire
wool,484,China,Shawl,90.62,43860.08,2022,Sep,Sarah Adams,Lonnie Vaughn
batik,373,Indonesia,Bags,7.51,2801.23,2022,Oct,Savannah Colon,John Hill
linen,411,Vietnam,Shirt,35.34,14524.74,2021,Jan,Brian Harrison,William Silva
nylon,54,Vietnam,Blouse,52.58,2839.32,2020,Feb,Tina Guzman,Cassie Hanson
batik,367,Japan,Dress,32.01,11747.67,2021,Oct,Suzanne Hernandez,Mary Martinez
linen,315,China,Skirt,82.88,26107.2,2021,Mar,Benjamin Barrera,Justin Martin
polyester,422,Netherlands,Skirt,8.75,3692.5,2021,Apr,Kristin Taylor,Nicholas Velez
rayon,129,Malaysia,Blouse,6.58,848.82,2020,Mar,Brandon Jones,Kyle Roach
batik,93,Malaysia,Shirt,87.13,8103.09,2020,Jan,Lisa Hunt,Suzanne Lang
nylon,278,Malaysia,Headwear,76.56,21283.68,2022,Feb,Kevin Mcgee,Stacy Sharp
spandex,53,Malaysia,Dress,0.37,19.61,2020,Feb,Lisa Fitzgerald,Jessica Walter
rayon,436,Japan,Scarf,47.61,20757.96,2021,Aug,Bryan Sanders,Benjamin Gross
batik,127,China,Pants,3.81,483.87,2021,Mar,Michael Roberts,Veronica Cherry
batik,484,Vietnam,Shirt,56.69,27437.96,2020,Jan,Daniel White,Tyrone Delacruz
flax,481,Hong Kong,Shirt,32.3,15536.3,2022,Feb,Kelsey Ramos,Seth Herrera Jr.
rayon,411,United Kingdom,Blouse,57.17,23496.87,2022,Nov,Dr. Meghan Green,Michael Davis
silk,404,Hong Kong,Dress,57.15,23088.6,2022,Jun,Mrs. Brenda Rodriguez,Scott Wells
batik,388,Malaysia,Scarf,23.69,9191.72,2020,Sep,Timothy Tanner,Susan Mccoy MD
batik,285,Vietnam,Dress,86.18,24561.3,2020,Dec,Scott Garner,Janet Walters
jute,337,Bangladesh,Dress,29.36,9894.32,2022,Jan,Joseph Morales,Christian Chen
rayon,483,United States,Scarf,99.38,48000.54,2020,Sep,Calvin Hull,Joanna Williams
jute,469,Bangladesh,Shirt,1.64,769.16,2022,Dec,Eddie David,Cole Gutierrez
flax,89,United States,Dress,55.9,4975.1,2021,Mar,Jonathan Nelson,Lori Gallagher
nylon,124,Pakistan,Dress,90.77,11255.48,2022,Sep,Ryan Mcgee,Kylie Stevenson
batik,147,Japan,Blouse,64.01,9409.47,2021,Jan,Adam Frank,Rebecca Fisher
nylon,391,Vietnam,Scarf,60.04,23475.64,2021,Jan,Sabrina Ray,Hector Phillips
batik,66,Malaysia,Headwear,21.83,1440.78,2020,Jul,Jonathan Lee,Samantha Lee
cotton,470,Indonesia,Dress,56.07,26352.9,2020,Apr,Jesse Garcia,Jason Crawford
rayon,166,Vietnam,Headwear,53.36,8857.76,2022,May,Timothy Rivera,Crystal Castillo
batik,436,United Kingdom,Dress,8.12,3540.32,2021,Nov,Justin Thompson,Joel Martinez
polyester,351,Malaysia,Dress,53.57,18803.07,2021,Feb,Jennifer Davidson,Jerry Richardson
nylon,171,Hong Kong,Pants,0.1,17.1,2021,Aug,Christy Hanson,Jason Galloway
batik,189,Vietnam,Dress,90.52,17108.28,2022,Jun,John Brown,Sean Cole
polyester,467,Indonesia,Skirt,14.89,6953.63,2021,Jul,Christine Diaz,Jeffrey Holt
batik,432,China,Skirt,1.23,531.36,2020,Jan,Daniel Waters,Gavin Jackson
nylon,352,Germany,Shirt,30.92,10883.84,2021,Jul,Andrea Bonilla,Ms. Cynthia Gutierrez
jute,310,Bangladesh,Blouse,5.87,1819.7,2020,May,Brian Adams,Alexander Sandoval
rayon,451,Vietnam,Dress,5.26,2372.26,2022,Sep,Kenneth Moran,Adam Smith
nylon,267,India,Blouse,34.66,9254.22,2021,Apr,Tamara Valdez,Madison Mills
cotton,414,Hong Kong,Skirt,27.85,11529.9,2022,Jun,Gabriela Lee,Rebecca Melton
flax,157,Austria,Pants,28.38,4455.66,2021,Jul,William Williams,Angela Paul
rayon,293,Pakistan,Skirt,40.81,11957.33,2020,Jul,Kimberly Hale DDS,Sonya Meyer
spandex,171,Vietnam,Shirt,58.88,10068.48,2021,May,Andrew Fernandez,Antonio Miller
batik,217,United Kingdom,Skirt,5.12,1111.04,2020,Jan,Dr. Shane Contreras,John Mcgrath
nylon,215,Indonesia,Scarf,53.36,11472.4,2020,Oct,David Elliott,Jacqueline Roberts
flax,477,China,Skirt,51.91,24761.07,2020,Sep,Kristina Mitchell,Ronald White
spandex,241,China,Blouse,43.35,10447.35,2021,Aug,Ashley Howell,Candace Miller
spandex,402,United States,Bags,91.81,36907.62,2022,Aug,Mark Grant,Ruth Cohen
flax,430,Japan,Blouse,55.15,23714.5,2020,Feb,Janet Burnett,Jennifer Boyer
batik,282,Pakistan,Skirt,4.89,1378.98,2022,Mar,Kevin Lynn,Pamela Bush
batik,121,Bangladesh,Skirt,91.52,11073.92,2020,Dec,Nathan Wiley,John Johnson
rayon,82,United States,Skirt,98.14,8047.48,2022,Feb,Christy Smith,Kathryn Olsen
flax,31,Malaysia,Scarf,35.32,1094.92,2020,Oct,Bruce Casey,Gregory Cameron
polyester,410,Japan,Scarf,59.16,24255.6,2021,Dec,Rodney Johnson,Emily Anderson
batik,113,Bangladesh,Skirt,87.87,9929.31,2021,Feb,Brett Henderson,Henry Barr
