type_of_textile,qty_exported,countries_exported,type_of_product,price_of_product,year_of_export,month_of_export,customer_name,seller_name
wool,170,India,scarf,87.09,2022,3,Shawn Peck,April Garrett
wool,117,Australia,scarf,67.54,2022,12,Paul Smith,Joseph Wallace
cotton,492,Spain,skirt,133.04,2020,10,Bryan Anderson,Derek Hayes
cotton,99,Italy,shirt,298.16,2021,3,Andrea Sosa,Loretta Tucker
polyester,103,Italy,pants,979.08,2022,4,Pamela Barnes,Michelle Phillips
wool,232,South Korea,shirt,538.83,2022,4,Joshua Powers,Amber Jones
cotton,274,Canada,skirt,580.32,2021,9,Jack Hughes,Olivia Neal
batik,192,Hong Kong,bags,984.22,2020,9,Mr. Bobby Andrews,Dalton Salinas
wool,343,Spain,headwear,234.1,2021,5,Tiffany Lewis,Michael Johnson
cotton,283,Canada,pants,708.65,2022,7,Wayne Smith,Kenneth Henry
linen,171,Hong Kong,shawl,578.79,2022,8,Rebecca Harrison,Theresa Salazar
wool,63,New Zealand,shawl,874.32,2022,8,Eugene Jones,Julia Kelly
wool,370,New Zealand,headwear,416.94,2021,12,Natalie Lewis,Elizabeth Everett
batik,6,New Zealand,skirt,470.48,2020,8,James White,Mary Parker
linen,362,Canada,jacket,504.4,2022,7,Hannah Johnson,Mackenzie Johnson
wool,385,Japan,skirt,664.05,2021,6,Ross Long,Ricky Hall
rayon,336,Canada,dress,222.96,2021,1,Holly Lyons,Eric Donovan
batik,414,Hong Kong,shawl,627.56,2020,10,Samantha Spencer,Ronald Hill
linen,488,Netherlands,shawl,976.11,2022,4,Sally Hayes,Bradley Wolf
cotton,154,France,shirt,725.83,2022,7,Molly Aguirre,John Rose
polyester,262,South Korea,shawl,412.8,2020,10,Katherine Newman,Sarah Atkinson
silk,368,New Zealand,shirt,730.04,2022,4,Derek Anderson,James Hatfield
cotton,195,Netherlands,shirt,687.54,2021,1,Jonathan Rangel,Dillon Rivera III
polyester,446,Spain,dress,435.01,2020,6,Jessica Schroeder,Billy Olson
wool,347,Canada,shirt,249.24,2022,4,Brian Mercer Jr.,Jared Grant
wool,468,United States,skirt,64.39,2020,12,David Elliott,Angela Green
silk,174,United States,headwear,346.06,2020,5,Bryan Zuniga,Stephen Freeman
cotton,471,Germany,jacket,938.84,2020,10,Jose Reed,Beverly Clark
batik,359,United Kingdom,shawl,764.39,2020,9,Nathan Allen,Richard Reed
cotton,485,Japan,skirt,667.36,2022,5,Steven Morgan,Kristen Lozano
linen,100,Australia,jacket,823.95,2020,5,Lindsay Edwards,Robert Frey
batik,57,Australia,blouse,77.22,2021,6,Daniel Patterson,Daniel Wood
cotton,429,United Kingdom,skirt,193.46,2022,10,Melissa Smith,David Nguyen
rayon,249,Germany,skirt,778.43,2021,8,Evan Snyder,Chad Shepherd
linen,2,New Zealand,jacket,268.37,2021,5,Linda Moore,Amy Guzman
wool,360,Italy,blouse,859.48,2022,7,Sara Rose,Jill Morris
batik,204,Italy,headwear,265.5,2020,11,Amber Gardner,Ryan Summers
linen,363,France,skirt,381.12,2020,3,Curtis Reed,Lee Wu
rayon,95,Netherlands,jacket,960.79,2022,7,Elijah Reed,Christopher Douglas
polyester,398,Canada,headwear,193.89,2021,9,Megan Rich,Kathryn Miller
cotton,157,Netherlands,skirt,577.87,2020,5,Amy Palmer,Emily Bauer
rayon,402,Germany,bags,371.11,2020,12,David Bowers,Sharon Avila
rayon,149,Canada,dress,698.28,2021,4,Erin Coffey,William Vasquez
rayon,208,Germany,blouse,355.07,2022,10,Barry Hahn,Mariah Brown
polyester,68,Canada,pants,46.96,2020,9,Brenda Diaz,Taylor Harvey
cotton,102,France,shirt,948.28,2021,8,Debra Clark,Cathy Miller
linen,128,Hong Kong,headwear,393.13,2020,2,Kevin Shepherd,Gavin Torres
batik,315,Netherlands,blouse,69.44,2022,7,Larry Murray,Vanessa Grant
batik,45,Germany,shawl,703.62,2020,6,Madeline Morales,Diana Griffin
wool,151,United Kingdom,scarf,467.51,2022,1,Heather Jones,William Strickland
batik,16,Australia,jacket,911.86,2020,3,Stephanie Bass,Brian Bowen MD
rayon,188,India,skirt,537.93,2020,10,James Klein,Danielle Lang
linen,29,Spain,blouse,864.8,2021,7,Andrew Carter,Jose Salazar
polyester,488,Hong Kong,headwear,368.41,2021,2,Ruth Thomas,Amy Martin
wool,435,Canada,scarf,79.54,2022,9,Jerry Wilson,Lauren Collins
linen,354,Italy,bags,595.17,2021,10,Wanda Schneider,Richard Ramsey
linen,478,India,pants,533.01,2022,1,Jaclyn Roberts DVM,Shane Johnson
wool,273,Germany,scarf,825.48,2022,10,Jacob Branch,Aaron King
linen,243,Spain,shawl,284.58,2021,4,Edward Simmons,Marie Hodge
linen,404,Hong Kong,scarf,948.19,2022,10,Laura Dunlap,Courtney Shaw
rayon,280,Hong Kong,dress,973.3,2021,4,Jennifer Kemp,Kayla Mitchell
linen,363,United Kingdom,headwear,609.05,2020,9,Zachary Hall,Kimberly Wolfe
silk,338,South Korea,shawl,824.33,2020,8,Hannah Ritter,Sara Marshall
rayon,357,India,scarf,785.94,2022,7,Howard Maxwell,Kayla Bell
wool,445,Hong Kong,shirt,114.97,2020,7,Mark Holmes,Thomas Ross
cotton,353,Canada,bags,27.54,2021,7,Joseph Flores,Melissa Williams
wool,451,New Zealand,shirt,393.05,2020,9,Robert Fox,Joshua Brown
silk,254,New Zealand,pants,285.71,2022,8,Brian Gibbs,George Montgomery
batik,62,Canada,shirt,206.83,2021,8,Robert Cohen,Sarah Swanson
batik,347,United States,dress,257.07,2021,7,Jeffrey Sullivan,Crystal Matthews
linen,83,United States,pants,934.8,2020,9,Adrian Mckenzie,Stephanie Yang
cotton,96,Canada,shawl,704.36,2020,7,John Ho,Kyle Potter
silk,332,United States,skirt,60.7,2020,5,Alison Case,Bobby Jones
batik,153,India,blouse,551.13,2020,8,Dennis Harper,Alison Dudley
silk,238,New Zealand,dress,166.79,2020,9,Teresa Nguyen,Angela Thornton
polyester,424,China,shawl,222.31,2021,9,Christopher Thompson,Derek Daniels
wool,266,Italy,skirt,637.04,2021,10,Brandi Alexander,Lori Allison MD
wool,495,Japan,headwear,141.01,2022,6,Adam Jones,Thomas Sosa
linen,353,China,jacket,38.75,2022,5,Richard Simmons,Anna Johnson
batik,469,Australia,headwear,193.19,2021,2,Jesse Casey,Jeremy Malone
polyester,137,France,scarf,34.76,2020,2,Elizabeth Gates,Traci Cox
batik,352,France,scarf,168.14,2022,8,Michelle Davis,George Simon
linen,458,Spain,dress,217.5,2022,8,Jamie Wallace,Cristian Gordon
wool,119,United Kingdom,skirt,193.57,2020,8,James Becker,Debbie Stewart
wool,423,United States,blouse,21.44,2020,1,Crystal Dominguez,James Whitaker
rayon,374,South Korea,shawl,142.03,2022,8,Brittany Harris,Stephanie Singh
linen,297,Germany,headwear,634.62,2020,6,Janice Williamson,Rebecca Gibbs
polyester,77,United States,jacket,433.02,2020,11,Jessica Hoffman,Wendy Eaton
linen,201,United Kingdom,skirt,662.86,2021,12,Connie Mathews,Wayne Brooks
batik,93,Germany,skirt,602.66,2021,6,Joann Barnes,Megan Gibson
silk,371,New Zealand,scarf,129.95,2021,4,Holly Fox,George Harris
batik,86,Hong Kong,bags,508.66,2021,10,Leah Maddox,James Dunn
linen,296,Italy,blouse,15.69,2021,8,Patrick Parker,Molly Smith
linen,347,Spain,headwear,822.49,2020,6,Scott Sanders,Wesley Mata
cotton,426,United Kingdom,headwear,550.5,2020,9,Sarah Bond,Stephanie Moore
wool,497,Canada,scarf,214.0,2020,5,Richard Coleman,Stacy Smith
wool,370,Italy,headwear,31.66,2022,11,Jake Ellis,James Thompson
batik,156,New Zealand,shawl,201.59,2021,4,Elizabeth Wade,Theresa Phillips
batik,291,India,shirt,925.18,2020,10,Amy Harrington,Joseph Taylor
silk,488,South Korea,shirt,422.43,2022,12,Michael Hernandez,Matthew Young
cotton,343,South Korea,scarf,888.4,2021,2,Kevin Massey,Joshua Smith
wool,221,Australia,bags,457.08,2022,7,Kimberly Lozano,Robert Miller DDS
cotton,321,New Zealand,blouse,661.05,2022,9,Robert Powers,Scott Woods
silk,422,India,pants,12.53,2021,1,Kelly Clark,Joseph Richards
batik,35,Germany,scarf,632.34,2021,4,Shane Jordan,Darryl Gordon
polyester,434,Netherlands,scarf,324.79,2022,11,Ernest Peters,Nicole Craig
cotton,393,Spain,skirt,643.1,2020,11,Alice Hawkins,Emma Ellis
linen,141,Spain,shawl,441.99,2020,6,Michael Flowers,Mary Torres
silk,31,United Kingdom,scarf,886.17,2021,7,Jamie Conner,Lindsay Kelley
polyester,495,Germany,shirt,663.29,2020,11,John Johnson,Willie Hensley
cotton,109,Japan,jacket,554.12,2020,6,Phillip Johnson,Jacob Powers
polyester,39,Canada,bags,583.13,2022,7,Robert Mcmillan,Oscar Cooper
wool,71,New Zealand,skirt,475.07,2022,3,Thomas Reed,Anthony Dixon
silk,244,Spain,headwear,600.51,2020,7,Patrick Moore,Mark George
rayon,60,South Korea,headwear,935.1,2020,2,Paul Camacho,Mary Mckee
polyester,19,Japan,bags,277.86,2021,10,Elizabeth Barrera,Victoria Ferguson
silk,118,China,jacket,603.21,2021,12,Jaime Kelley,Heather Ramirez
linen,281,China,shawl,704.35,2020,10,Justin Sparks,Kristy Rose
cotton,416,Spain,scarf,107.27,2020,6,Michael Duran,Jesse Buchanan
polyester,449,South Korea,shawl,853.3,2022,7,Gary Bailey,Sheila Stevenson
silk,279,India,dress,289.79,2020,8,Justin Graham,Roger Miller
polyester,127,Germany,skirt,39.25,2022,2,Gregory Hale,Max Fox
silk,325,Canada,scarf,303.62,2021,7,Jennifer Phillips,Joshua Wheeler
rayon,122,Hong Kong,jacket,560.79,2021,10,Courtney Thomas,Mark Livingston
silk,415,Australia,jacket,403.56,2022,2,Michael Gomez,Todd Vasquez
rayon,152,Hong Kong,dress,804.47,2020,1,Gary Howard,Dan Nicholson
silk,46,Italy,dress,196.78,2022,5,Alexis Blevins,Melissa Brown
silk,123,Netherlands,jacket,756.01,2022,3,Joseph Mullins,Cory Murray
linen,44,Germany,skirt,246.15,2021,6,Troy Garcia,Noah Gardner
cotton,160,China,shawl,632.93,2022,5,Jacob Moore Jr.,Chelsea Hickman
linen,206,New Zealand,blouse,703.92,2022,3,Stephanie Holden,Claire Scott
wool,382,Australia,shirt,293.89,2021,4,David Terrell,Dr. Barbara Porter
linen,372,Italy,dress,443.86,2021,8,Susan Macias,Jerome Ortiz
wool,450,United States,headwear,921.93,2020,3,James Austin,Paula Martin
polyester,106,Australia,headwear,614.16,2021,8,Pamela Kennedy,Anne Johnson
rayon,76,United Kingdom,jacket,985.84,2022,10,Lori Butler,Samantha Marsh MD
cotton,260,Germany,skirt,779.97,2020,9,Destiny Colon,Joshua Vaughn
rayon,455,Germany,skirt,750.48,2020,4,Rhonda Richardson DDS,Patricia Johnson
batik,67,Canada,bags,746.2,2021,9,Hannah Johnson,Cynthia Santos
rayon,431,United States,headwear,843.88,2021,11,Stephanie Gomez,Danielle Watkins
rayon,430,Australia,blouse,16.47,2022,4,Cindy Gibson,Denise Bush
rayon,355,Hong Kong,skirt,473.74,2021,2,Jennifer Barnes,Jennifer Rubio
silk,267,Australia,skirt,723.34,2020,8,Lisa Gonzales,Jo Gonzalez
silk,486,Australia,scarf,451.08,2021,5,Natalie Gordon,Lindsey Rosales
polyester,447,South Korea,skirt,230.75,2020,9,Michael Gomez,Derrick Gonzalez
silk,261,Australia,shawl,756.3,2021,10,Dawn Smith,Kevin Alvarez
silk,420,South Korea,bags,185.2,2020,4,Justin Higgins,Melissa Miller
wool,9,Italy,jacket,653.42,2022,7,Louis Smith,Michael Myers
wool,222,Spain,blouse,23.09,2020,7,Mary Irwin,Rhonda Thompson
polyester,437,South Korea,headwear,626.17,2020,6,James Hernandez,Alyssa Hammond
wool,192,South Korea,headwear,579.8,2022,8,Mr. Michael Ayala,Nathan Walker
cotton,131,Spain,jacket,203.33,2021,10,Nathan Henson,Wanda Strickland
wool,247,New Zealand,jacket,785.19,2020,5,Stephen Wu,Bethany Cannon
silk,246,France,pants,400.25,2020,12,Paul Jones,Ricky Ayala
linen,321,Netherlands,blouse,692.01,2020,6,Joseph Washington,Tracy Atkinson
batik,499,Hong Kong,shawl,692.49,2021,4,Johnathan Winters,Bradley Moore
rayon,338,India,blouse,336.84,2020,7,Jeremy Olsen,David Harrison
wool,421,Hong Kong,blouse,502.88,2020,11,Jasmine Miller,Natasha Oconnor
batik,40,Italy,scarf,708.5,2021,10,Thomas Salas,Joshua Sims
linen,184,Hong Kong,skirt,972.2,2020,4,Lynn Wallace,Karina White
silk,336,China,shawl,86.4,2021,3,Kayla Saunders,Mr. George Hall
wool,476,Australia,scarf,352.07,2021,8,Eric Mcdaniel,Jillian Brown
cotton,467,France,pants,185.85,2022,12,Gloria Stephens,Adam Olson
rayon,49,South Korea,pants,183.74,2022,8,Lucas Morrison,Patricia Hendrix
rayon,385,Australia,jacket,664.13,2020,9,Savannah Kemp,Edwin Cox
polyester,158,Australia,bags,467.51,2021,11,Kristina Floyd,Mrs. Linda Carrillo
cotton,198,Italy,jacket,196.94,2020,4,Rebekah Smith,Brian Gomez
silk,141,Japan,pants,407.47,2020,12,Holly Medina,Collin Carter
linen,158,Spain,scarf,331.4,2020,2,Pedro Frye,Denise Hughes
polyester,378,New Zealand,shirt,102.96,2021,1,Daniel Martin,David Gonzalez
cotton,473,Netherlands,dress,22.11,2022,12,Eric Pollard,Emily Gilmore
rayon,339,South Korea,jacket,383.28,2022,6,Amy Petty,Leah Mitchell
linen,150,Spain,pants,208.6,2020,12,Kristen Wyatt,Kelly Richardson
rayon,201,Japan,dress,961.03,2022,3,Kenneth Martin,Michael Thomas
silk,203,Canada,shirt,247.79,2020,1,William George,Margaret Rowe
rayon,182,Hong Kong,bags,863.82,2020,12,Patricia Chambers,Christina Willis
linen,373,Japan,dress,568.3,2022,9,Chad Lawrence II,Amy Gomez
polyester,52,Japan,pants,15.64,2020,3,Lisa Lopez,Terrence Campbell
rayon,81,Germany,dress,210.67,2021,5,Anthony Mcdonald,Sara Cook
rayon,89,Italy,skirt,473.76,2022,5,Jessica Durham,Carmen Bright
polyester,129,Italy,shirt,689.88,2022,6,Betty Sellers,Jason Perry
silk,24,United Kingdom,jacket,661.81,2020,11,Vincent Wise,Jamie Morales
cotton,58,Australia,skirt,56.16,2021,1,Robert Smith,Julie Brown
rayon,57,Netherlands,shawl,987.37,2021,9,Tonya Sanchez,Kevin Taylor
wool,121,New Zealand,pants,143.45,2022,12,Nathaniel Marshall,Jennifer Graham
polyester,138,Italy,scarf,676.07,2022,2,Matthew Odom,Danny Poole
cotton,482,New Zealand,blouse,535.41,2021,10,Gary Davis,Susan Nelson
wool,213,Germany,dress,374.3,2021,12,Chad Morris,Patrick English
linen,231,United Kingdom,jacket,383.76,2021,4,Joseph Morales,Amanda Baldwin
rayon,490,India,shirt,862.41,2021,5,Kathleen Bender,Cheryl Pollard
rayon,170,United States,shirt,510.97,2021,9,Tyrone Cruz DVM,Rodney Jones
linen,9,France,shawl,869.8,2020,5,Amy Baker,Eric Guerrero
wool,414,Netherlands,dress,811.41,2021,1,Michael Mcclain,Jeanette Stout
wool,50,Australia,shirt,19.88,2020,7,Tina Wilson,Tonya Stein
silk,446,Canada,scarf,783.85,2022,2,Rebecca Casey,Luke Alexander
rayon,419,Canada,pants,230.95,2021,1,Christopher Ramirez,Eric Bryan
batik,203,New Zealand,shirt,241.75,2021,12,Amanda Gibson,Bryan Wheeler
silk,11,Australia,scarf,262.0,2022,9,Robert Salazar,Christina Robinson
rayon,395,India,blouse,751.82,2020,8,Clifford Garcia,Matthew Martin
linen,141,New Zealand,scarf,846.44,2020,10,Katherine Garcia,Andrew Anderson
silk,305,United Kingdom,skirt,252.5,2021,11,Tina Knapp MD,Susan Stanley
batik,487,Japan,pants,885.6,2021,7,Michael Mason,David Benjamin
batik,375,Canada,jacket,580.81,2020,1,Matthew Parker,Donna Murphy
batik,270,South Korea,bags,513.07,2022,3,Chad Carey,Stephanie Ford
polyester,325,Spain,pants,677.41,2022,6,Ana Barry,Nicole Neal
rayon,287,Japan,blouse,797.56,2020,12,Tammy Banks,Laura Barrett
linen,197,Canada,pants,539.37,2021,10,Stephanie Mendoza,Derrick Smith
polyester,435,United States,jacket,237.21,2020,7,Sarah Williams,Brian Benitez
silk,484,Spain,shawl,719.07,2020,5,Peggy Shepard,Michael Hill
wool,256,Germany,skirt,520.36,2021,5,Paul Rodriguez,Joseph Patton MD
polyester,386,South Korea,skirt,524.73,2021,2,Michael Moore,Lisa Pacheco
batik,179,New Zealand,headwear,664.3,2021,6,Warren Blair,April Wright
wool,343,United States,shawl,219.23,2020,7,Raven Lopez,Justin Johnson
batik,15,Netherlands,headwear,188.7,2022,9,Adam Holland,Frank Valenzuela
polyester,37,Spain,pants,774.28,2020,11,Richard Contreras,Steven Nunez
cotton,307,Spain,headwear,525.43,2022,12,Timothy Cooper,Matthew George
batik,46,Hong Kong,pants,624.13,2020,6,Samantha Freeman,Candace Mann
batik,100,United States,scarf,451.47,2020,12,Amber Bell,Susan Pena
silk,433,New Zealand,pants,48.14,2022,11,Rachel Mack,Sarah Moore
wool,84,Canada,pants,424.44,2020,8,Colton Garcia,Allen Rowe
silk,265,Japan,jacket,660.71,2022,8,Cheryl Hughes,David Johnson
cotton,382,Spain,shawl,466.2,2021,12,Joshua Lewis,Nicholas Howard
batik,360,South Korea,skirt,378.11,2021,1,Gina Simmons,Matthew Marshall
linen,83,Japan,scarf,381.62,2022,7,Michael Ramirez,Bonnie Nixon
rayon,328,Canada,blouse,486.42,2020,12,Sarah Jones,Dale Kelly
silk,362,United Kingdom,skirt,806.11,2020,10,Bryce Solomon,Brandon Miller
linen,281,France,blouse,211.88,2022,2,Stacy Smith,Alan Ellis
polyester,287,United Kingdom,shirt,826.36,2020,7,Paul Short,Morgan Nguyen
wool,352,Netherlands,dress,111.38,2022,6,Kevin Hayes,Evan Jenkins
batik,187,Italy,scarf,498.56,2022,8,Michelle Carr,Caroline Nelson
linen,342,Spain,shirt,356.43,2020,7,Jeffrey Freeman,Lee Hess
cotton,22,Spain,jacket,210.72,2020,1,Matthew Craig,William Wilson
linen,370,France,blouse,300.8,2021,3,Ryan Williams,Kimberly Collins
silk,261,Australia,dress,388.15,2021,5,Ryan Mills,Shannon Taylor
polyester,371,Netherlands,shirt,480.48,2021,5,Brittney Huffman,Antonio Jones
polyester,56,India,scarf,600.93,2021,9,Megan Avery,Dr. Kelli Brown
silk,14,Hong Kong,dress,208.06,2021,7,Ashley Ray,Brett Bass
wool,381,United Kingdom,bags,157.62,2020,4,Madison Wood,Robert Holder
linen,431,United Kingdom,headwear,640.48,2020,7,Christina Mason,Tammy Wong
cotton,222,New Zealand,shawl,574.3,2022,4,Nicholas Walsh,Jessica Bautista
wool,80,Australia,skirt,2.2,2020,9,James Gray,Richard Roberson
batik,336,Canada,jacket,156.23,2020,8,Autumn Jones,Lori Cole
silk,170,Italy,shirt,312.18,2020,9,Jeffrey Wheeler,Ms. Amanda Miller
cotton,197,South Korea,skirt,261.61,2021,6,Pamela Davis,Scott Taylor
cotton,347,United Kingdom,shirt,922.81,2022,8,Catherine Medina,Ryan Howard
rayon,68,France,blouse,841.1,2021,10,Thomas Shepherd,Mary Miller
linen,329,France,blouse,132.08,2021,7,Michael Snow,Thomas Ramirez
polyester,393,Germany,headwear,184.41,2020,1,Deborah Jackson,Mary Hawkins
linen,391,United States,jacket,112.71,2020,4,Isaiah Brewer,Aaron Nelson
polyester,439,Hong Kong,scarf,586.71,2020,9,Monica Freeman,Jennifer Walker
silk,106,India,scarf,946.53,2022,8,William Nguyen,Nicholas Scott
cotton,104,Australia,jacket,467.36,2022,3,Benjamin Levine,Donna Peters
polyester,309,Canada,dress,297.24,2021,11,Caitlin Singleton,Leah Roberts
rayon,234,Australia,blouse,459.39,2021,6,Luke Martin,Kristen Cain
rayon,150,Australia,dress,662.9,2021,6,Linda Martinez,Jonathan Ryan
silk,392,Japan,headwear,236.98,2021,4,Rachel Holt,James Melton
wool,425,France,dress,983.25,2021,11,April Stuart,Edward Liu
wool,271,India,skirt,601.06,2021,4,Nathaniel Carr,Kayla Nguyen
batik,124,United States,skirt,25.41,2020,2,Sherry Vasquez,Sean Contreras
silk,332,China,shirt,696.74,2021,8,Darlene Smith,Ann Robinson
silk,244,China,shawl,496.86,2022,8,Jeffrey Conley,Mariah Moore
batik,413,France,headwear,101.35,2021,1,Daniel Arnold,David Wall
batik,424,Netherlands,pants,961.95,2022,6,David Oliver,Lindsey Freeman
cotton,163,Germany,scarf,635.78,2022,9,Amy Hall,Cindy Marsh
linen,58,France,jacket,857.47,2020,2,Krista Krueger,Gloria Garcia
cotton,204,South Korea,scarf,27.67,2021,1,Kristine Wang,Jennifer Sampson
linen,378,Australia,skirt,834.62,2022,6,Janet Park,Mary Ruiz
silk,333,India,blouse,292.53,2022,4,Jasmine Keith DDS,Kimberly Orozco
cotton,45,Canada,bags,701.24,2022,10,Crystal Roberts,Jim Hogan
silk,391,China,shawl,854.08,2021,7,James Schneider,Jamie Scott
silk,125,India,shawl,59.48,2021,4,Samantha Fischer,Terry Brown
silk,31,New Zealand,blouse,835.99,2022,2,Ashley Moore,Kayla Wilson
cotton,384,Italy,scarf,291.19,2020,4,Mario Schneider,Chelsea Brown
linen,111,Netherlands,dress,756.04,2022,11,Kevin Torres,Stephanie Howard
batik,325,United States,dress,785.55,2021,4,Jennifer Decker,Amy Anderson
linen,168,United Kingdom,blouse,524.98,2021,3,Michael Ward,Lori Nguyen
rayon,205,Spain,skirt,744.2,2020,7,Joel Coleman,Michelle Parker
cotton,194,Netherlands,bags,803.64,2022,6,Jennifer Hale,Patrick Jones
batik,458,United States,scarf,533.82,2022,7,Amy Coleman,Linda Parker
cotton,234,China,bags,296.73,2021,3,Mary Mccann,Scott Padilla
rayon,24,India,bags,193.0,2022,8,William Wong,Carolyn Lee
silk,461,Italy,jacket,788.46,2020,9,Alexander Ramos,John Kirk
linen,10,South Korea,dress,224.68,2022,5,Ernest Lowe,Tammy Simmons
cotton,326,Italy,scarf,668.2,2021,8,Ryan Taylor,Katie Phillips
rayon,170,Australia,shirt,614.44,2020,4,Andrea Robertson,Taylor Garcia
linen,472,China,shirt,610.07,2021,8,Brian Pena,Ronald Miller
cotton,64,Spain,skirt,823.43,2022,2,Jeffrey Carter,Megan Malone
rayon,256,Germany,scarf,123.58,2022,8,Shelley Riley,Nicole Greer
silk,185,New Zealand,dress,138.52,2020,7,Caitlin Mendoza,Kylie Russell
linen,70,France,scarf,634.95,2020,4,Charles Clayton,John Lewis
cotton,44,Spain,bags,804.03,2022,3,Michael Scott,Jamie Miles
wool,263,Italy,shawl,438.21,2021,6,Kevin Liu,James Cochran
cotton,224,United States,skirt,839.99,2022,12,Curtis Montoya,Steven Wells
rayon,167,Netherlands,dress,896.37,2021,4,Mark Hayden,Katherine Thompson
batik,176,Netherlands,bags,226.54,2020,10,Marilyn Smith,Robert Brown
polyester,446,India,headwear,906.12,2021,10,Karen Massey,Sara Wright
linen,122,Hong Kong,headwear,708.65,2021,8,Tina Barker,Stacie Morris
